Lockdown Time,Lockup Time,cost,status£¨0 for unstable£¬1 for stable£©
2019/7/3 8:47,2019/7/3 22:34,10,1
2019/7/3 8:47,2019/7/3 12:13,5,1
2019/7/3 8:48,2019/7/3 18:36,10,1
2019/7/3 8:51,2019/7/3 18:11,10,1
2019/7/3 8:54,2019/7/3 18:08,10,1
2019/7/3 8:56,2019/7/3 17:09,10,1
2019/7/3 9:03,2019/7/3 18:02,10,1
2019/7/3 9:05,2019/7/3 18:10,10,1
2019/7/3 9:05,2019/7/3 9:06,0,1
2019/7/3 9:07,2019/7/3 16:02,10,1
2019/7/3 9:11,2019/7/3 12:33,5,1
2019/7/3 9:12,2019/7/3 11:22,5,1
2019/7/3 9:14,2019/7/3 13:40,5,1
2019/7/3 9:15,2019/7/3 22:04,10,1
2019/7/3 9:19,2019/7/3 16:30,10,1
2019/7/3 9:24,2019/7/3 15:26,10,1
2019/7/3 9:24,2019/7/3 12:39,5,1
2019/7/3 9:25,2019/7/3 18:13,10,1
2019/7/3 9:26,2019/7/3 18:01,10,1
2019/7/3 9:30,2019/7/3 17:07,10,1
2019/7/3 9:31,2019/7/3 14:08,5,1
2019/7/3 9:41,2019/7/3 13:06,5,1
2019/7/3 9:49,2019/7/3 16:54,10,1
2019/7/3 9:55,2019/7/3 18:14,10,1
2019/7/3 9:57,2019/7/3 11:46,5,1
2019/7/3 10:06,2019/7/3 18:48,10,1
2019/7/3 10:10,2019/7/3 11:51,5,1
2019/7/3 10:10,2019/7/3 11:42,5,1
2019/7/3 10:10,2019/7/3 11:25,5,1
2019/7/3 10:12,2019/7/3 17:47,10,1
2019/7/3 10:20,2019/7/3 19:13,10,1
2019/7/3 10:20,2019/7/3 11:11,0,1
2019/7/3 10:27,2019/7/3 14:01,5,1
2019/7/3 10:36,2019/7/3 12:01,5,1
2019/7/3 10:41,2019/7/3 17:26,0,1
2019/7/3 10:42,2019/7/3 17:37,10,1
2019/7/3 10:44,2019/7/3 10:56,0,1
2019/7/3 12:31,2019/7/3 14:24,5,1
2019/7/3 12:50,2019/7/3 17:13,5,1
2019/7/3 12:56,2019/7/3 18:44,10,1
2019/7/3 12:58,2019/7/3 17:58,5,1
2019/7/3 13:42,2019/7/3 17:24,5,1
2019/7/3 13:45,2019/7/3 15:02,5,1
2019/7/3 13:46,2019/7/3 17:35,5,1
2019/7/3 13:48,2019/7/3 18:02,0,1
2019/7/3 14:04,2019/7/3 15:16,5,1
2019/7/3 14:05,2019/7/3 16:32,5,1
2019/7/3 14:08,2019/7/3 15:11,5,1
2019/7/3 14:31,2019/7/3 18:32,5,1
2019/7/3 14:44,2019/7/3 18:36,5,1
2019/7/3 14:55,2019/7/3 16:57,5,1
2019/7/3 15:23,2019/7/3 15:41,0,1
2019/7/4 7:52,2019/7/4 17:33,10,1
2019/7/4 7:53,2019/7/4 17:48,10,1
2019/7/4 7:56,2019/7/4 17:41,10,1
2019/7/4 8:20,2019/7/4 17:11,10,1
2019/7/4 8:21,2019/7/4 18:00,10,1
2019/7/4 8:26,2019/7/4 17:08,10,1
2019/7/4 8:26,2019/7/4 17:50,10,1
2019/7/4 8:29,2019/7/4 18:38,10,1
2019/7/4 8:32,2019/7/4 18:00,10,1
2019/7/4 8:32,2019/7/4 10:25,5,1
2019/7/4 8:34,2019/7/4 14:32,10,1
2019/7/4 8:36,2019/7/4 18:13,10,1
2019/7/4 8:38,2019/7/4 18:16,10,1
2019/7/4 8:39,2019/7/4 13:37,5,1
2019/7/4 8:39,2019/7/4 17:35,10,1
2019/7/4 8:44,2019/7/4 17:42,10,1
2019/7/4 8:44,2019/7/4 19:15,10,1
2019/7/4 8:47,2019/7/4 17:55,10,1
2019/7/4 8:47,2019/7/4 17:58,10,1
2019/7/4 8:48,2019/7/4 17:43,10,1
2019/7/4 8:49,2019/7/4 18:18,10,1
2019/7/4 8:50,2019/7/4 18:33,10,1
2019/7/4 8:52,2019/7/4 17:47,10,1
2019/7/4 8:55,2019/7/4 18:12,10,1
2019/7/4 8:57,2019/7/4 18:49,10,1
2019/7/4 8:59,2019/7/4 18:29,10,1
2019/7/4 9:03,2019/7/4 17:53,10,1
2019/7/4 9:04,2019/7/4 17:06,10,1
2019/7/4 9:04,2019/7/4 17:55,10,1
2019/7/4 9:08,2019/7/4 13:09,5,1
2019/7/4 9:09,2019/7/4 18:32,10,1
2019/7/4 9:11,2019/7/4 10:56,5,1
2019/7/4 9:12,2019/7/4 10:39,5,1
2019/7/4 9:18,2019/7/4 20:23,10,1
2019/7/4 9:23,2019/7/4 18:18,10,1
2019/7/4 9:24,2019/7/4 19:36,10,1
2019/7/4 9:27,2019/7/4 10:15,0,1
2019/7/4 9:30,2019/7/4 10:08,0,1
2019/7/4 9:32,2019/7/4 17:53,10,1
2019/7/4 9:40,2019/7/4 18:21,10,1
2019/7/4 9:42,2019/7/4 18:32,10,1
2019/7/4 9:50,2019/7/4 17:54,10,1
2019/7/4 10:00,2019/7/4 10:30,0,1
2019/7/4 10:10,2019/7/4 17:14,10,1
2019/7/4 10:18,2019/7/4 10:19,0,0
2019/7/4 10:29,2019/7/4 18:16,10,1
2019/7/4 10:30,2019/7/4 14:10,5,1
2019/7/4 10:34,2019/7/4 12:08,5,1
2019/7/4 10:36,2019/7/4 17:25,10,1
2019/7/4 10:55,2019/7/4 14:33,5,1
2019/7/4 11:11,2019/7/4 15:53,5,1
2019/7/4 11:14,2019/7/4 14:04,0,1
2019/7/4 11:51,2019/7/4 17:31,10,1
2019/7/4 12:01,2019/7/4 17:35,10,1
2019/7/4 12:09,2019/7/4 18:16,10,1
2019/7/4 12:14,2019/7/4 14:20,5,1
2019/7/4 12:32,2019/7/4 12:33,0,1
2019/7/4 12:49,2019/7/4 17:23,5,1
2019/7/4 12:56,2019/7/4 17:10,5,1
2019/7/4 13:07,2019/7/4 17:55,5,1
2019/7/4 13:28,2019/7/4 14:33,5,1
2019/7/4 13:35,2019/7/4 17:39,5,1
2019/7/4 13:38,2019/7/4 17:41,5,1
2019/7/4 14:01,2019/7/4 17:01,5,1
2019/7/4 14:33,2019/7/4 17:37,5,1
2019/7/4 14:48,2019/7/4 18:32,5,1
2019/7/4 15:12,2019/7/4 17:34,5,1
2019/7/4 17:17,2019/7/4 18:03,0,1
2019/7/5 7:51,2019/7/5 17:49,10,1
2019/7/5 8:04,2019/7/5 17:33,10,1
2019/7/5 8:08,2019/7/5 19:19,10,1
2019/7/5 8:17,2019/7/5 17:41,10,1
2019/7/5 8:18,2019/7/5 17:11,10,1
2019/7/5 8:21,2019/7/5 17:36,10,1
2019/7/5 8:22,2019/7/5 18:01,10,1
2019/7/5 8:25,2019/7/5 17:45,10,1
2019/7/5 8:28,2019/7/5 17:13,10,1
2019/7/5 8:30,2019/7/5 17:07,10,1
2019/7/5 8:30,2019/7/5 16:44,10,1
2019/7/5 8:31,2019/7/5 19:18,10,1
2019/7/5 8:31,2019/7/5 17:57,10,1
2019/7/5 8:32,2019/7/5 18:12,10,1
2019/7/5 8:33,2019/7/5 17:22,10,1
2019/7/5 8:35,2019/7/5 18:24,10,1
2019/7/5 8:41,2019/7/5 10:48,5,1
2019/7/5 8:43,2019/7/5 18:02,10,1
2019/7/5 8:45,2019/7/5 17:16,10,1
2019/7/5 8:46,2019/7/5 12:09,5,1
2019/7/5 8:47,2019/7/5 8:48,0,1
2019/7/5 8:47,2019/7/5 18:37,10,1
2019/7/5 8:48,2019/7/5 18:15,10,1
2019/7/5 8:49,2019/7/5 17:37,10,1
2019/7/5 8:50,2019/7/5 17:44,10,1
2019/7/5 8:52,2019/7/5 11:41,5,1
2019/7/5 8:52,2019/7/5 13:35,5,1
2019/7/5 8:53,2019/7/5 18:40,0,1
2019/7/5 8:55,2019/7/5 9:00,0,1
2019/7/5 8:55,2019/7/5 18:29,10,1
2019/7/5 8:57,2019/7/5 17:41,10,1
2019/7/5 9:01,2019/7/5 17:37,10,1
2019/7/5 9:01,2019/7/5 18:03,10,1
2019/7/5 9:13,2019/7/5 9:20,0,1
2019/7/5 9:14,2019/7/5 17:12,10,1
2019/7/5 9:14,2019/7/5 17:38,10,1
2019/7/5 9:15,2019/7/5 15:20,10,1
2019/7/5 9:19,2019/7/5 18:15,10,1
2019/7/5 9:19,2019/7/5 17:28,10,1
2019/7/5 9:20,2019/7/5 10:40,5,1
2019/7/5 9:21,2019/7/5 10:39,5,1
2019/7/5 9:22,2019/7/5 17:39,10,1
2019/7/5 9:25,2019/7/5 17:08,10,1
2019/7/5 9:27,2019/7/5 11:37,5,1
2019/7/5 9:31,2019/7/5 14:04,5,1
2019/7/5 9:35,2019/7/5 16:21,10,1
2019/7/5 9:38,2019/7/5 10:37,0,1
2019/7/5 9:41,2019/7/5 12:06,5,1
2019/7/5 9:42,2019/7/7 14:40,40,1
2019/7/5 9:45,2019/7/5 12:20,5,1
2019/7/5 9:46,2019/7/5 18:39,10,1
2019/7/5 9:50,2019/7/5 11:24,5,1
2019/7/5 9:55,2019/7/5 14:21,5,1
2019/7/5 9:56,2019/7/5 11:20,5,1
2019/7/5 9:56,2019/7/5 10:12,0,1
2019/7/5 9:58,2019/7/5 12:41,5,1
2019/7/5 9:58,2019/7/5 13:13,5,1
2019/7/5 10:01,2019/7/5 18:46,10,1
2019/7/5 10:01,2019/7/5 17:51,10,1
2019/7/5 10:21,2019/7/5 16:07,10,1
2019/7/5 10:22,2019/7/5 15:04,5,1
2019/7/5 10:34,2019/7/5 17:45,10,1
2019/7/5 10:42,2019/7/5 12:35,5,1
2019/7/5 10:50,2019/7/5 11:42,0,1
2019/7/5 10:58,2019/7/5 11:45,0,1
2019/7/5 10:59,2019/7/5 11:00,0,1
2019/7/5 11:04,2019/7/5 18:49,10,1
2019/7/5 11:42,2019/7/5 11:59,0,1
2019/7/5 11:43,2019/7/5 14:46,5,1
2019/7/5 12:00,2019/7/5 18:18,10,1
2019/7/5 12:05,2019/7/5 19:01,10,1
2019/7/5 13:08,2019/7/5 13:13,0,1
2019/7/5 13:14,2019/7/5 17:45,0,1
2019/7/5 13:14,2019/7/5 13:34,0,0
2019/7/5 13:33,2019/7/5 17:35,5,1
2019/7/5 13:39,2019/7/5 15:50,5,1
2019/7/5 13:46,2019/7/5 16:39,5,1
2019/7/5 14:45,2019/7/5 17:12,5,1
2019/7/5 14:51,2019/7/5 14:52,0,0
2019/7/5 15:00,2019/7/5 18:28,5,1
2019/7/6 9:40,2019/7/6 14:18,5,1
2019/7/6 16:20,2019/7/6 16:21,0,0
2019/7/6 16:21,2019/7/6 16:22,0,0
2019/7/6 16:22,2019/7/6 16:22,0,0
2019/7/6 16:23,2019/7/6 16:23,0,0
2019/7/8 7:43,2019/7/8 18:23,10,1
2019/7/8 7:47,2019/7/8 18:22,10,1
2019/7/8 7:58,2019/7/8 17:32,10,1
2019/7/8 8:03,2019/7/8 12:06,5,1
2019/7/8 8:17,2019/7/8 18:17,10,1
2019/7/8 8:19,2019/7/8 17:51,10,1
2019/7/8 8:22,2019/7/8 18:41,10,1
2019/7/8 8:24,2019/7/8 18:13,10,1
2019/7/8 8:25,2019/7/8 17:38,10,1
2019/7/8 8:27,2019/7/8 13:24,5,1
2019/7/8 8:33,2019/7/8 18:17,10,1
2019/7/8 8:33,2019/7/8 17:33,10,1
2019/7/8 8:34,2019/7/8 18:18,10,1
2019/7/8 8:37,2019/7/8 12:31,5,1
2019/7/8 8:37,2019/7/8 13:56,10,1
2019/7/8 8:40,2019/7/8 17:32,10,1
2019/7/8 8:40,2019/7/8 16:26,10,1
2019/7/8 8:40,2019/7/8 19:16,10,1
2019/7/8 8:42,2019/7/8 21:27,10,1
2019/7/8 8:42,2019/7/8 18:44,10,1
2019/7/8 8:43,2019/7/8 11:32,5,1
2019/7/8 8:43,2019/7/8 17:15,10,1
2019/7/8 8:43,2019/7/8 13:14,5,1
2019/7/8 8:45,2019/7/8 8:52,0,1
2019/7/8 8:46,2019/7/8 18:09,10,1
2019/7/8 8:47,2019/7/8 17:38,10,1
2019/7/8 8:48,2019/7/8 18:19,10,1
2019/7/8 8:48,2019/7/8 18:31,0,1
2019/7/8 8:49,2019/7/8 18:16,10,1
2019/7/8 8:49,2019/7/8 18:02,10,1
2019/7/8 8:50,2019/7/8 21:12,10,1
2019/7/8 8:51,2019/7/8 17:49,10,1
2019/7/8 8:51,2019/7/8 16:13,10,1
2019/7/8 8:52,2019/7/8 11:27,5,1
2019/7/8 8:53,2019/7/8 13:57,10,1
2019/7/8 8:54,2019/7/8 22:59,10,1
2019/7/8 8:54,2019/7/8 22:12,10,1
2019/7/8 8:55,2019/7/8 9:59,5,1
2019/7/8 8:55,2019/7/8 16:57,10,1
2019/7/8 8:56,2019/7/8 18:05,0,1
2019/7/8 9:01,2019/7/8 11:28,5,1
2019/7/8 9:02,2019/7/8 17:17,10,1
2019/7/8 9:03,2019/7/8 12:57,5,1
2019/7/8 9:05,2019/7/8 16:01,10,1
2019/7/8 9:06,2019/7/8 16:17,10,1
2019/7/8 9:06,2019/7/8 12:35,5,1
2019/7/8 9:09,2019/7/8 18:20,10,1
2019/7/8 9:11,2019/7/8 10:02,0,1
2019/7/8 9:12,2019/7/8 16:17,10,1
2019/7/8 9:17,2019/7/8 13:19,5,1
2019/7/8 9:18,2019/7/8 11:36,5,1
2019/7/8 9:19,2019/7/8 20:18,10,1
2019/7/8 9:20,2019/7/8 18:23,10,1
2019/7/8 9:22,2019/7/8 11:37,0,1
2019/7/8 9:25,2019/7/8 17:44,10,1
2019/7/8 9:33,2019/7/8 20:36,10,1
2019/7/8 9:49,2019/7/8 19:02,10,1
2019/7/8 9:51,2019/7/8 17:59,10,1
2019/7/8 9:52,2019/7/8 17:51,10,1
2019/7/8 9:55,2019/7/8 18:39,0,1
2019/7/8 10:19,2019/7/8 18:20,10,1
2019/7/8 10:52,2019/7/8 13:13,5,1
2019/7/8 11:47,2019/7/8 13:00,5,1
2019/7/8 11:49,2019/7/8 18:25,10,1
2019/7/8 12:29,2019/7/8 18:47,10,1
2019/7/8 12:38,2019/7/8 18:07,10,1
2019/7/8 12:43,2019/7/8 18:12,10,1
2019/7/8 12:49,2019/7/8 17:24,5,1
2019/7/8 12:50,2019/7/8 14:27,5,1
2019/7/8 12:51,2019/7/8 17:42,5,1
2019/7/8 13:15,2019/7/8 18:30,10,1
2019/7/8 13:33,2019/7/8 17:24,5,1
2019/7/8 13:42,2019/7/8 14:30,0,1
2019/7/8 13:47,2019/7/8 15:16,5,1
2019/7/8 14:01,2019/7/8 22:53,10,1
2019/7/8 14:41,2019/7/8 17:21,5,1
2019/7/8 14:43,2019/7/8 20:17,10,1
2019/7/8 15:41,2019/7/8 17:35,5,1
2019/7/8 15:42,2019/7/8 18:07,5,1
2019/7/8 16:18,2019/7/8 16:49,0,1
2019/7/9 7:55,2019/7/9 17:32,10,1
2019/7/9 8:08,2019/7/9 19:02,10,1
2019/7/9 8:11,2019/7/9 17:52,10,1
2019/7/9 8:15,2019/7/9 17:55,10,1
2019/7/9 8:24,2019/7/9 17:06,10,1
2019/7/9 8:26,2019/7/9 18:13,10,1
2019/7/9 8:27,2019/7/9 17:55,10,1
2019/7/9 8:27,2019/7/9 17:40,10,1
2019/7/9 8:29,2019/7/9 18:26,10,1
2019/7/9 8:30,2019/7/9 16:38,10,1
2019/7/9 8:31,2019/7/9 18:27,10,1
2019/7/9 8:31,2019/7/9 18:10,10,1
2019/7/9 8:33,2019/7/9 18:17,10,1
2019/7/9 8:35,2019/7/9 9:18,0,1
2019/7/9 8:38,2019/7/9 18:48,10,1
2019/7/9 8:38,2019/7/9 10:11,5,1
2019/7/9 8:39,2019/7/9 11:50,5,1
2019/7/9 8:40,2019/7/9 17:11,10,1
2019/7/9 8:41,2019/7/9 17:31,10,1
2019/7/9 8:42,2019/7/9 17:34,10,1
2019/7/9 8:46,2019/7/9 11:26,5,1
2019/7/9 8:46,2019/7/9 17:38,10,1
2019/7/9 8:48,2019/7/9 19:29,10,1
2019/7/9 8:49,2019/7/9 19:28,10,1
2019/7/9 8:50,2019/7/9 18:09,10,1
2019/7/9 8:51,2019/7/9 9:34,0,1
2019/7/9 8:52,2019/7/9 17:46,10,1
2019/7/9 8:55,2019/7/9 18:08,10,1
2019/7/9 8:55,2019/7/9 18:18,10,1
2019/7/9 8:56,2019/7/9 21:19,10,1
2019/7/9 8:58,2019/7/9 18:18,10,1
2019/7/9 9:01,2019/7/9 18:02,10,1
2019/7/9 9:03,2019/7/9 13:52,5,1
2019/7/9 9:09,2019/7/9 17:18,10,1
2019/7/9 9:11,2019/7/9 18:09,10,1
2019/7/9 9:11,2019/7/9 9:34,0,1
2019/7/9 9:15,2019/7/9 17:26,10,1
2019/7/9 9:17,2019/7/9 20:26,10,1
2019/7/9 9:21,2019/7/9 18:00,10,1
2019/7/9 9:21,2019/7/9 18:10,10,1
2019/7/9 9:22,2019/7/9 20:21,10,1
2019/7/9 9:26,2019/7/9 15:21,10,1
2019/7/9 9:30,2019/7/9 18:19,10,1
2019/7/9 9:31,2019/7/9 10:32,5,1
2019/7/9 9:37,2019/7/9 17:53,10,1
2019/7/9 9:42,2019/7/9 18:32,10,1
2019/7/9 9:45,2019/7/9 16:22,10,1
2019/7/9 9:46,2019/7/9 10:11,0,1
2019/7/9 9:49,2019/7/9 16:10,10,1
2019/7/9 9:50,2019/7/9 18:04,10,1
2019/7/9 9:53,2019/7/9 16:11,10,1
2019/7/9 9:56,2019/7/9 14:37,5,1
2019/7/9 9:57,2019/7/9 11:40,5,1
2019/7/9 10:02,2019/7/9 11:04,5,1
2019/7/9 10:02,2019/7/9 19:12,10,1
2019/7/9 10:07,2019/7/9 10:44,0,1
2019/7/9 10:10,2019/7/9 10:42,0,1
2019/7/9 10:11,2019/7/9 10:11,0,0
2019/7/9 10:11,2019/7/9 17:06,10,1
2019/7/9 10:16,2019/7/9 18:14,10,1
2019/7/9 10:17,2019/7/9 18:38,10,1
2019/7/9 10:19,2019/7/9 11:33,5,1
2019/7/9 10:22,2019/7/9 11:52,5,1
2019/7/9 10:27,2019/7/9 20:33,10,1
2019/7/9 10:37,2019/7/9 12:06,5,1
2019/7/9 10:39,2019/7/9 14:50,5,1
2019/7/9 10:55,2019/7/9 11:45,0,1
2019/7/9 11:15,2019/7/9 18:13,10,1
2019/7/9 11:27,2019/7/9 12:43,5,1
2019/7/9 11:44,2019/7/9 14:00,5,1
2019/7/9 12:02,2019/7/9 14:26,5,1
2019/7/9 12:08,2019/7/9 13:35,5,1
2019/7/9 12:15,2019/7/9 18:07,10,1
2019/7/9 12:20,2019/7/9 17:34,10,1
2019/7/9 12:31,2019/7/9 19:52,10,1
2019/7/9 12:45,2019/7/9 15:45,5,1
2019/7/9 12:53,2019/7/9 17:21,5,1
2019/7/9 12:57,2019/7/9 18:11,10,1
2019/7/9 13:00,2019/7/9 15:46,5,1
2019/7/9 13:10,2019/7/9 14:21,5,1
2019/7/9 14:42,2019/7/9 14:55,0,1
2019/7/9 15:10,2019/7/9 17:00,5,1
2019/7/9 15:39,2019/7/9 18:07,5,1
2019/7/9 15:50,2019/7/9 17:34,0,1
2019/7/10 7:46,2019/7/10 7:50,0,1
2019/7/10 8:10,2019/7/10 17:40,10,1
2019/7/10 8:21,2019/7/10 11:44,5,1
2019/7/10 8:25,2019/7/10 8:27,0,1
2019/7/10 8:26,2019/7/10 19:03,10,1
2019/7/10 8:27,2019/7/10 18:18,10,1
2019/7/10 8:28,2019/7/10 17:49,10,1
2019/7/10 8:28,2019/7/10 9:24,0,1
2019/7/10 8:29,2019/7/10 17:52,10,1
2019/7/10 8:30,2019/7/11 9:46,15,1
2019/7/10 8:31,2019/7/10 18:22,10,1
2019/7/10 8:31,2019/7/10 18:49,10,1
2019/7/10 8:32,2019/7/10 13:02,5,1
2019/7/10 8:33,2019/7/10 17:37,10,1
2019/7/10 8:33,2019/7/10 17:12,10,1
2019/7/10 8:37,2019/7/10 10:38,5,1
2019/7/10 8:37,2019/7/10 17:40,10,1
2019/7/10 8:38,2019/7/10 17:21,10,1
2019/7/10 8:38,2019/7/10 20:14,10,1
2019/7/10 8:40,2019/7/10 19:11,10,1
2019/7/10 8:41,2019/7/10 15:31,10,1
2019/7/10 8:44,2019/7/10 17:41,10,1
2019/7/10 8:45,2019/7/10 12:04,5,1
2019/7/10 8:47,2019/7/10 13:48,10,1
2019/7/10 8:48,2019/7/10 17:06,10,1
2019/7/10 8:48,2019/7/10 17:40,10,1
2019/7/10 8:49,2019/7/10 17:31,10,1
2019/7/10 8:52,2019/7/10 22:36,10,1
2019/7/10 8:54,2019/7/10 12:06,5,1
2019/7/10 8:56,2019/7/10 18:11,10,1
2019/7/10 8:56,2019/7/10 17:45,10,1
2019/7/10 8:56,2019/7/10 13:41,5,1
2019/7/10 8:57,2019/7/10 18:11,10,1
2019/7/10 8:58,2019/7/10 17:42,10,1
2019/7/10 9:00,2019/7/10 17:45,10,1
2019/7/10 9:04,2019/7/10 18:59,10,1
2019/7/10 9:08,2019/7/10 17:55,10,1
2019/7/10 9:09,2019/7/10 17:31,10,1
2019/7/10 9:12,2019/7/10 17:43,10,1
2019/7/10 9:18,2019/7/10 21:30,10,1
2019/7/10 9:21,2019/7/10 17:49,10,1
2019/7/10 9:25,2019/7/10 9:57,0,1
2019/7/10 9:25,2019/7/10 17:58,10,1
2019/7/10 9:26,2019/7/10 11:30,5,1
2019/7/10 9:28,2019/7/10 18:05,10,1
2019/7/10 9:33,2019/7/10 9:34,0,0
2019/7/10 9:34,2019/7/10 16:54,10,1
2019/7/10 9:38,2019/7/10 11:33,5,1
2019/7/10 10:09,2019/7/10 19:20,10,1
2019/7/10 10:37,2019/7/10 11:02,0,1
2019/7/10 10:37,2019/7/10 17:36,10,1
2019/7/10 10:50,2019/7/10 17:38,10,1
2019/7/10 10:52,2019/7/10 19:03,10,1
2019/7/10 10:54,2019/7/10 19:01,10,1
2019/7/10 11:05,2019/7/10 11:48,0,1
2019/7/10 11:16,2019/7/11 10:15,15,1
2019/7/10 11:34,2019/7/10 13:43,5,1
2019/7/10 11:49,2019/7/10 16:35,5,1
2019/7/10 12:19,2019/7/10 17:04,5,1
2019/7/10 12:37,2019/7/10 12:38,0,1
2019/7/10 12:38,2019/7/10 14:35,5,1
2019/7/10 12:51,2019/7/10 17:07,5,1
2019/7/10 12:53,2019/7/10 18:40,10,1
2019/7/10 13:43,2019/7/10 18:08,5,1
2019/7/10 14:11,2019/7/10 17:56,5,1
2019/7/10 14:23,2019/7/10 14:45,0,1
2019/7/10 14:24,2019/7/10 16:03,5,1
2019/7/10 14:32,2019/7/10 17:30,5,1
2019/7/10 15:12,2019/7/10 15:13,0,0
2019/7/10 15:17,2019/7/10 18:26,5,1
2019/7/10 17:12,2019/7/10 17:13,0,1
2019/7/11 8:00,2019/7/11 17:33,10,1
2019/7/11 8:01,2019/7/11 17:07,10,1
2019/7/11 8:04,2019/7/11 17:44,0,1
2019/7/11 8:11,2019/7/11 18:27,10,1
2019/7/11 8:17,2019/7/11 17:22,10,1
2019/7/11 8:21,2019/7/11 17:06,10,1
2019/7/11 8:22,2019/7/11 18:26,10,1
2019/7/11 8:26,2019/7/11 17:29,10,1
2019/7/11 8:29,2019/7/11 18:26,10,1
2019/7/11 8:30,2019/7/11 11:00,5,1
2019/7/11 8:31,2019/7/11 18:16,10,1
2019/7/11 8:33,2019/7/11 17:51,10,1
2019/7/11 8:36,2019/7/11 18:04,10,1
2019/7/11 8:38,2019/7/11 17:32,10,1
2019/7/11 8:39,2019/7/11 17:56,10,1
2019/7/11 8:42,2019/7/11 12:22,0,1
2019/7/11 8:44,2019/7/11 17:42,10,1
2019/7/11 8:45,2019/7/11 17:12,10,1
2019/7/11 8:46,2019/7/11 22:19,10,1
2019/7/11 8:48,2019/7/11 17:44,10,1
2019/7/11 8:49,2019/7/11 18:48,10,1
2019/7/11 8:50,2019/7/11 18:08,10,1
2019/7/11 8:51,2019/7/11 21:57,10,1
2019/7/11 8:52,2019/7/11 17:50,10,1
2019/7/11 8:53,2019/7/11 9:39,0,1
2019/7/11 9:01,2019/7/11 17:58,10,1
2019/7/11 9:05,2019/7/11 17:47,10,1
2019/7/11 9:12,2019/7/11 18:42,10,1
2019/7/11 9:15,2019/7/11 13:45,5,1
2019/7/11 9:25,2019/7/11 14:43,10,1
2019/7/11 9:25,2019/7/11 18:31,10,1
2019/7/11 9:26,2019/7/11 18:18,10,1
2019/7/11 9:29,2019/7/11 18:00,10,1
2019/7/11 9:31,2019/7/11 10:25,0,1
2019/7/11 9:34,2019/7/11 18:11,10,1
2019/7/11 9:52,2019/7/11 17:38,10,1
2019/7/11 10:00,2019/7/11 18:09,10,1
2019/7/11 10:03,2019/7/11 18:39,10,1
2019/7/11 10:20,2019/7/11 13:09,5,1
2019/7/11 10:52,2019/7/11 12:20,5,1
2019/7/11 10:52,2019/7/11 17:34,10,1
2019/7/11 12:28,2019/7/11 18:08,10,1
2019/7/11 12:58,2019/7/11 17:09,5,1
2019/7/11 13:08,2019/7/11 18:00,5,1
2019/7/11 13:26,2019/7/11 15:47,5,1
2019/7/11 14:01,2019/7/11 18:05,5,1
2019/7/11 14:11,2019/7/11 16:12,5,1
2019/7/11 15:24,2019/7/11 17:00,5,1
2019/7/11 15:29,2019/7/11 17:47,5,1
2019/7/12 7:39,2019/7/12 17:32,10,1
2019/7/12 7:45,2019/7/12 19:06,10,1
2019/7/12 7:58,2019/7/12 17:37,10,1
2019/7/12 8:07,2019/7/12 10:15,5,1
2019/7/12 8:07,2019/7/12 12:26,5,1
2019/7/12 8:09,2019/7/12 17:35,10,1
2019/7/12 8:15,2019/7/12 17:19,10,1
2019/7/12 8:22,2019/7/12 17:49,10,1
2019/7/12 8:25,2019/7/12 12:25,5,1
2019/7/12 8:26,2019/7/12 16:45,10,1
2019/7/12 8:28,2019/7/12 17:09,10,1
2019/7/12 8:30,2019/7/12 17:20,10,1
2019/7/12 8:32,2019/7/12 12:10,5,1
2019/7/12 8:33,2019/7/12 18:29,10,1
2019/7/12 8:33,2019/7/12 11:39,5,1
2019/7/12 8:35,2019/7/12 13:37,10,1
2019/7/12 8:38,2019/7/12 17:56,10,1
2019/7/12 8:39,2019/7/12 16:09,10,1
2019/7/12 8:39,2019/7/12 17:39,10,1
2019/7/12 8:42,2019/7/12 18:11,10,1
2019/7/12 8:45,2019/7/12 17:17,10,1
2019/7/12 8:45,2019/7/12 17:32,10,1
2019/7/12 8:46,2019/7/12 16:55,10,1
2019/7/12 8:46,2019/7/12 15:10,10,1
2019/7/12 8:47,2019/7/12 11:27,5,1
2019/7/12 8:48,2019/7/12 18:01,10,1
2019/7/12 8:50,2019/7/12 9:23,0,1
2019/7/12 8:51,2019/7/12 18:20,10,1
2019/7/12 8:53,2019/7/12 18:10,10,1
2019/7/12 8:55,2019/7/12 9:54,0,1
2019/7/12 8:55,2019/7/12 17:19,10,1
2019/7/12 8:56,2019/7/12 9:05,0,1
2019/7/12 8:56,2019/7/12 17:53,10,1
2019/7/12 9:00,2019/7/12 18:32,10,1
2019/7/12 9:01,2019/7/12 16:35,10,1
2019/7/12 9:02,2019/7/12 17:09,10,1
2019/7/12 9:02,2019/7/12 17:49,10,1
2019/7/12 9:02,2019/7/12 17:44,10,1
2019/7/12 9:03,2019/7/12 11:27,5,1
2019/7/12 9:03,2019/7/12 17:12,10,1
2019/7/12 9:04,2019/7/12 18:02,10,1
2019/7/12 9:05,2019/7/12 17:53,10,1
2019/7/12 9:07,2019/7/12 9:55,0,1
2019/7/12 9:07,2019/7/12 16:53,10,1
2019/7/12 9:08,2019/7/12 10:56,5,1
2019/7/12 9:10,2019/7/12 18:45,10,1
2019/7/12 9:10,2019/7/12 11:33,5,1
