Lockdown Time,Lockup Time,cost,status£¨0 for unstable£¬1 for stable£©
2019/6/21 8:49,2019/6/21 8:50,0,1
2019/6/21 8:50,2019/6/21 17:43,10,1
2019/6/21 8:52,2019/6/21 13:27,5,1
2019/6/21 8:53,2019/6/21 11:46,5,1
2019/6/21 8:55,2019/6/21 17:52,10,1
2019/6/21 8:55,2019/6/21 19:59,10,1
2019/6/21 8:56,2019/6/21 16:12,10,1
2019/6/21 8:59,2019/6/21 16:37,10,1
2019/6/21 9:00,2019/6/21 17:11,10,1
2019/6/21 9:03,2019/6/21 9:04,0,1
2019/6/21 9:05,2019/6/21 11:58,5,1
2019/6/21 9:05,2019/6/21 17:44,10,1
2019/6/21 9:11,2019/6/21 13:53,5,1
2019/6/21 9:14,2019/6/21 17:08,10,1
2019/6/21 9:23,2019/6/21 9:40,0,1
2019/6/21 9:23,2019/6/21 11:41,5,1
2019/6/21 9:27,2019/6/21 15:58,10,1
2019/6/21 9:33,2019/6/21 17:08,10,1
2019/6/21 9:35,2019/6/21 13:34,5,1
2019/6/21 9:35,2019/6/21 17:09,10,1
2019/6/21 9:38,2019/6/21 9:45,0,1
2019/6/21 9:38,2019/6/21 11:28,5,1
2019/6/21 9:42,2019/6/21 11:43,5,1
2019/6/21 9:51,2019/6/21 16:44,10,1
2019/6/21 9:57,2019/6/21 16:12,10,1
2019/6/21 10:16,2019/6/21 16:08,10,1
2019/6/21 10:34,2019/6/21 13:56,5,1
2019/6/21 10:45,2019/6/21 13:08,5,1
2019/6/21 10:50,2019/6/21 14:25,5,1
2019/6/21 11:09,2019/6/21 15:49,5,1
2019/6/21 11:12,2019/6/21 15:30,5,1
2019/6/21 11:25,2019/6/21 17:36,10,1
2019/6/21 11:43,2019/6/21 17:51,10,1
2019/6/21 12:21,2019/6/21 17:14,5,1
2019/6/21 12:36,2019/6/21 13:02,0,1
2019/6/21 12:52,2019/6/21 13:38,0,1
2019/6/21 13:08,2019/6/21 21:23,10,1
2019/6/21 13:13,2019/6/21 18:22,10,1
2019/6/21 13:35,2019/6/21 23:03,10,1
2019/6/21 13:39,2019/6/21 17:57,5,1
2019/6/21 14:29,2019/6/21 14:41,0,1
2019/6/21 15:17,2019/6/21 19:29,5,1
2019/6/21 15:42,2019/6/21 15:43,0,1
2019/6/21 15:44,2019/6/21 18:31,5,1
2019/6/21 16:42,2019/6/21 19:32,5,1
2019/6/22 9:55,2019/6/22 12:46,5,1
2019/6/22 11:17,2019/6/22 14:57,5,1
2019/6/22 15:33,2019/6/22 16:28,0,1
2019/6/23 15:04,2019/6/23 15:05,0,0
2019/6/23 15:06,2019/6/23 17:19,0,1
2019/6/24 7:28,2019/6/24 17:56,10,1
2019/6/24 8:13,2019/6/24 17:55,10,1
2019/6/24 8:17,2019/6/24 18:08,10,1
2019/6/24 8:20,2019/6/24 18:16,10,1
2019/6/24 8:23,2019/6/24 8:25,0,1
2019/6/24 8:24,2019/6/24 8:25,0,1
2019/6/24 8:25,2019/6/24 11:47,5,1
2019/6/24 8:26,2019/6/24 18:17,10,1
2019/6/24 8:29,2019/6/24 18:24,10,1
2019/6/24 8:33,2019/6/24 13:22,5,1
2019/6/24 8:34,2019/6/24 15:33,10,1
2019/6/24 8:35,2019/6/24 19:23,10,1
2019/6/24 8:36,2019/6/24 11:44,5,1
2019/6/24 8:36,2019/6/24 18:24,10,1
2019/6/24 8:36,2019/6/24 17:47,10,1
2019/6/24 8:37,2019/6/24 12:28,5,1
2019/6/24 8:37,2019/6/24 18:07,10,1
2019/6/24 8:38,2019/6/24 17:50,10,1
2019/6/24 8:39,2019/6/24 19:17,10,1
2019/6/24 8:43,2019/6/24 18:15,10,1
2019/6/24 8:45,2019/6/24 17:35,10,1
2019/6/24 8:48,2019/6/24 18:15,10,1
2019/6/24 8:49,2019/6/24 18:07,10,1
2019/6/24 8:50,2019/6/24 12:57,5,1
2019/6/24 8:50,2019/6/24 18:43,10,1
2019/6/24 8:52,2019/6/24 17:17,10,1
2019/6/24 8:53,2019/6/24 22:09,10,1
2019/6/24 8:55,2019/6/24 17:41,10,1
2019/6/24 9:02,2019/6/24 20:13,10,1
2019/6/24 9:04,2019/6/24 17:54,10,1
2019/6/24 9:05,2019/6/24 16:02,10,1
2019/6/24 9:06,2019/6/24 17:53,10,1
2019/6/24 9:09,2019/6/24 18:04,10,1
2019/6/24 9:12,2019/6/24 9:15,0,1
2019/6/24 9:15,2019/6/24 17:56,10,1
2019/6/24 9:18,2019/6/24 13:32,5,1
2019/6/24 9:33,2019/6/24 12:50,5,1
2019/6/24 9:38,2019/6/24 9:40,0,1
2019/6/24 9:53,2019/6/24 13:27,5,1
2019/6/24 10:01,2019/6/24 16:39,10,1
2019/6/24 10:01,2019/6/24 19:28,10,1
2019/6/24 10:04,2019/6/24 11:56,5,1
2019/6/24 10:07,2019/6/24 18:19,10,1
2019/6/24 10:09,2019/6/24 11:44,5,1
2019/6/24 10:31,2019/6/24 12:36,5,1
2019/6/24 10:43,2019/6/24 11:57,5,1
2019/6/24 10:56,2019/6/24 11:19,0,1
2019/6/24 11:01,2019/6/24 11:05,0,1
2019/6/24 11:35,2019/6/24 17:47,10,1
2019/6/24 12:22,2019/6/24 17:07,5,1
2019/6/24 12:57,2019/6/24 17:57,10,1
2019/6/24 13:03,2019/6/24 17:33,5,1
2019/6/24 13:11,2019/6/24 13:39,0,1
2019/6/24 13:43,2019/6/24 18:14,5,1
2019/6/24 13:46,2019/6/24 13:47,0,1
2019/6/24 14:31,2019/6/24 15:59,5,1
2019/6/24 14:38,2019/6/24 23:47,0,1
2019/6/24 14:41,2019/6/24 18:38,5,1
2019/6/24 15:19,2019/6/24 19:40,5,1
2019/6/24 16:08,2019/6/25 2:00,10,1
2019/6/25 7:01,2019/6/25 17:47,10,1
2019/6/25 8:18,2019/6/25 10:18,5,1
2019/6/25 8:21,2019/6/25 17:57,10,1
2019/6/25 8:21,2019/6/25 17:42,10,1
2019/6/25 8:22,2019/6/25 17:52,10,1
2019/6/25 8:22,2019/6/25 17:41,10,1
2019/6/25 8:26,2019/6/25 14:25,10,1
2019/6/25 8:34,2019/6/25 17:54,10,1
2019/6/25 8:37,2019/6/25 17:57,10,1
2019/6/25 8:40,2019/6/25 18:43,10,1
2019/6/25 8:41,2019/6/25 17:31,10,1
2019/6/25 8:42,2019/6/25 18:18,10,1
2019/6/25 8:42,2019/6/25 11:36,5,1
2019/6/25 8:43,2019/6/25 18:34,10,1
2019/6/25 8:44,2019/6/25 20:26,10,1
2019/6/25 8:45,2019/6/25 17:46,10,1
2019/6/25 8:47,2019/6/25 11:59,5,1
2019/6/25 8:50,2019/6/25 17:41,10,1
2019/6/25 8:50,2019/6/25 17:58,10,1
2019/6/25 8:54,2019/6/25 23:20,0,1
2019/6/25 8:56,2019/6/25 18:07,10,1
2019/6/25 9:08,2019/6/25 17:48,10,1
2019/6/25 9:26,2019/6/25 18:41,10,1
2019/6/25 9:27,2019/6/25 20:21,10,1
2019/6/25 9:40,2019/6/25 12:23,5,1
2019/6/25 9:49,2019/6/25 10:36,0,1
2019/6/25 9:54,2019/6/25 14:25,5,1
2019/6/25 10:01,2019/6/25 19:35,0,1
2019/6/25 10:21,2019/6/25 14:36,5,1
2019/6/25 10:23,2019/6/25 10:36,0,1
2019/6/25 10:25,2019/6/25 18:09,10,1
2019/6/25 10:27,2019/6/25 17:43,10,1
2019/6/25 10:51,2019/6/25 13:52,5,1
2019/6/25 10:54,2019/6/25 15:24,5,1
2019/6/25 10:55,2019/6/25 17:56,10,1
2019/6/25 12:06,2019/6/25 18:19,10,1
2019/6/25 12:14,2019/6/25 12:56,0,1
2019/6/25 12:43,2019/6/25 12:50,0,1
2019/6/25 12:50,2019/6/25 16:50,5,1
2019/6/25 13:43,2019/6/25 13:44,0,1
2019/6/25 13:59,2019/6/25 18:05,5,1
2019/6/25 14:13,2019/6/25 15:13,5,1
2019/6/25 15:51,2019/6/25 15:51,0,0
2019/6/25 15:54,2019/6/25 19:08,5,1
2019/6/25 16:14,2019/6/25 17:32,5,1
2019/6/26 8:01,2019/6/26 17:59,10,0
2019/6/26 8:12,2019/6/26 18:05,10,1
2019/6/26 8:14,2019/6/26 18:06,10,1
2019/6/26 8:14,2019/6/26 18:22,10,1
2019/6/26 8:16,2019/6/26 18:13,10,1
2019/6/26 8:24,2019/6/26 8:30,0,1
2019/6/26 8:28,2019/6/26 17:56,10,1
2019/6/26 8:29,2019/6/26 18:22,10,1
2019/6/26 8:31,2019/6/26 17:42,10,1
2019/6/26 8:34,2019/6/26 8:35,0,1
2019/6/26 8:36,2019/6/26 17:55,10,0
2019/6/26 8:37,2019/6/26 21:12,10,1
2019/6/26 8:39,2019/6/26 17:57,10,1
2019/6/26 8:43,2019/6/26 17:39,10,1
2019/6/26 8:45,2019/6/26 11:47,5,1
2019/6/26 8:45,2019/6/26 11:46,5,1
2019/6/26 8:47,2019/6/26 17:48,10,1
2019/6/26 8:48,2019/6/26 17:47,10,1
2019/6/26 8:49,2019/6/26 17:33,10,1
2019/6/26 8:49,2019/6/26 17:56,10,1
2019/6/26 8:51,2019/6/26 17:35,10,1
2019/6/26 8:52,2019/6/26 17:45,10,1
2019/6/26 8:53,2019/6/26 17:38,10,1
2019/6/26 8:54,2019/6/26 14:43,10,1
2019/6/26 8:54,2019/6/26 15:15,0,1
2019/6/26 8:54,2019/6/26 17:06,10,1
2019/6/26 8:56,2019/6/26 21:08,10,1
2019/6/26 8:57,2019/6/26 20:40,10,1
2019/6/26 8:58,2019/6/26 11:28,5,1
2019/6/26 8:59,2019/6/26 17:41,10,1
2019/6/26 9:00,2019/6/26 13:09,5,1
2019/6/26 9:00,2019/6/26 12:44,5,1
2019/6/26 9:01,2019/6/26 13:14,5,1
2019/6/26 9:03,2019/6/26 17:44,10,1
2019/6/26 9:03,2019/6/26 17:10,10,1
2019/6/26 9:04,2019/6/26 18:16,10,1
2019/6/26 9:04,2019/6/26 9:10,0,1
2019/6/26 9:09,2019/6/26 17:35,10,1
2019/6/26 9:14,2019/6/26 15:32,10,1
2019/6/26 9:15,2019/6/26 17:37,10,1
2019/6/26 9:21,2019/6/26 10:37,5,1
2019/6/26 9:25,2019/6/26 10:50,5,1
2019/6/26 9:25,2019/6/26 22:23,10,1
2019/6/26 9:26,2019/6/26 19:18,0,1
2019/6/26 9:26,2019/6/26 18:56,10,1
2019/6/26 9:26,2019/6/26 17:54,10,1
2019/6/26 9:27,2019/6/26 17:24,10,1
2019/6/26 9:28,2019/6/26 19:53,10,1
2019/6/26 9:30,2019/6/26 18:30,10,1
2019/6/26 9:30,2019/6/26 12:16,5,1
2019/6/26 9:33,2019/6/26 9:47,0,1
2019/6/26 9:37,2019/6/26 19:35,10,1
2019/6/26 9:37,2019/6/26 15:56,10,1
2019/6/26 9:38,2019/6/26 13:18,5,1
2019/6/26 9:38,2019/6/26 9:40,0,0
2019/6/26 9:38,2019/6/26 14:15,5,1
2019/6/26 9:41,2019/6/26 18:02,10,1
2019/6/26 9:46,2019/6/26 17:11,10,1
2019/6/26 9:52,2019/6/26 17:33,10,1
2019/6/26 10:30,2019/6/26 10:41,0,1
2019/6/26 10:38,2019/6/26 19:45,10,1
2019/6/26 10:59,2019/6/26 18:40,10,1
2019/6/26 11:05,2019/6/26 17:45,10,1
2019/6/26 12:30,2019/6/26 12:41,0,1
2019/6/26 12:32,2019/6/26 16:14,5,1
2019/6/26 12:33,2019/6/26 14:44,5,1
2019/6/26 12:45,2019/6/26 17:20,5,1
2019/6/26 13:02,2019/6/26 15:17,5,1
2019/6/26 13:15,2019/6/26 13:30,0,1
2019/6/26 13:18,2019/6/26 17:49,5,1
2019/6/26 13:35,2019/6/26 16:26,5,1
2019/6/26 13:51,2019/6/26 14:01,0,1
2019/6/26 14:10,2019/6/26 18:17,5,1
2019/6/26 14:21,2019/6/26 15:06,0,1
2019/6/26 15:00,2019/6/26 19:43,5,1
2019/6/26 15:41,2019/6/26 17:56,5,1
2019/6/26 16:30,2019/6/26 18:14,5,1
2019/6/27 7:54,2019/6/27 17:34,10,1
2019/6/27 8:07,2019/6/27 18:43,10,1
2019/6/27 8:15,2019/6/27 18:12,10,1
2019/6/27 8:16,2019/6/27 18:02,10,1
2019/6/27 8:16,2019/6/27 17:38,10,1
2019/6/27 8:16,2019/6/27 13:48,10,1
2019/6/27 8:17,2019/6/27 17:40,10,1
2019/6/27 8:28,2019/6/27 17:52,10,1
2019/6/27 8:31,2019/6/27 18:42,10,1
2019/6/27 8:31,2019/6/27 18:47,10,1
2019/6/27 8:32,2019/6/27 17:55,10,1
2019/6/27 8:32,2019/6/27 18:25,10,1
2019/6/27 8:34,2019/6/27 18:01,10,1
2019/6/27 8:35,2019/6/27 17:49,10,1
2019/6/27 8:35,2019/6/27 17:33,10,1
2019/6/27 8:36,2019/6/27 18:05,10,1
2019/6/27 8:39,2019/6/27 18:19,10,1
2019/6/27 8:40,2019/6/27 17:08,10,1
2019/6/27 8:42,2019/6/27 19:11,10,1
2019/6/27 8:42,2019/6/27 18:12,10,1
2019/6/27 8:43,2019/6/27 18:01,10,1
2019/6/27 8:44,2019/6/27 17:47,10,1
2019/6/27 8:48,2019/6/27 17:42,10,1
2019/6/27 8:48,2019/6/27 18:20,10,1
2019/6/27 8:48,2019/6/27 11:16,5,1
2019/6/27 8:48,2019/6/27 21:47,10,1
2019/6/27 8:50,2019/6/27 18:50,10,1
2019/6/27 8:50,2019/6/27 17:21,10,1
2019/6/27 8:52,2019/6/27 18:14,10,1
2019/6/27 9:01,2019/6/27 13:10,5,1
2019/6/27 9:05,2019/6/27 17:44,10,1
2019/6/27 9:05,2019/6/27 19:51,10,1
2019/6/27 9:05,2019/6/27 9:10,0,1
2019/6/27 9:13,2019/6/27 20:33,10,1
2019/6/27 9:14,2019/6/27 17:53,10,1
2019/6/27 9:22,2019/6/27 10:57,5,1
2019/6/27 9:27,2019/6/27 20:57,10,1
2019/6/27 9:32,2019/6/27 16:37,10,1
2019/6/27 9:44,2019/6/27 14:01,5,1
2019/6/27 9:45,2019/6/27 13:24,5,1
2019/6/27 9:57,2019/6/27 17:33,10,1
2019/6/27 10:02,2019/6/27 11:50,5,1
2019/6/27 10:05,2019/6/27 17:54,10,1
2019/6/27 10:09,2019/6/27 14:06,5,1
2019/6/27 10:10,2019/6/27 17:55,10,1
2019/6/27 10:12,2019/6/27 17:04,10,1
2019/6/27 10:45,2019/6/27 10:52,0,0
2019/6/27 11:10,2019/6/27 17:25,10,1
2019/6/27 11:11,2019/6/27 13:26,5,1
2019/6/27 12:17,2019/6/27 14:20,5,1
2019/6/27 12:38,2019/6/27 15:36,5,1
2019/6/27 12:50,2019/6/27 16:30,5,1
2019/6/27 13:25,2019/6/27 17:14,5,1
2019/6/27 13:52,2019/6/27 18:04,5,1
2019/6/27 13:54,2019/6/27 16:09,5,1
2019/6/27 14:06,2019/6/27 17:07,5,1
2019/6/27 16:05,2019/6/27 16:30,0,1
2019/6/27 16:18,2019/6/27 16:18,0,0
2019/6/27 16:32,2019/6/27 17:44,5,1
2019/6/27 17:57,2019/6/27 18:27,0,1
2019/6/28 8:07,2019/6/28 17:46,10,1
2019/6/28 8:15,2019/6/28 18:34,10,1
2019/6/28 8:16,2019/6/28 18:33,10,1
2019/6/28 8:17,2019/6/28 8:19,0,1
2019/6/28 8:21,2019/6/28 8:22,0,1
2019/6/28 8:24,2019/6/28 14:55,10,1
2019/6/28 8:33,2019/6/28 16:26,10,1
2019/6/28 8:35,2019/6/28 18:41,10,1
2019/6/28 8:37,2019/6/28 18:05,10,1
2019/6/28 8:37,2019/6/28 8:45,0,1
2019/6/28 8:41,2019/6/28 9:49,5,1
2019/6/28 8:42,2019/6/28 17:38,10,1
2019/6/28 8:42,2019/6/28 18:34,10,1
2019/6/28 8:43,2019/6/28 8:44,0,1
2019/6/28 8:44,2019/6/28 17:38,10,1
2019/6/28 8:48,2019/6/28 15:53,10,1
2019/6/28 8:52,2019/6/28 18:05,10,1
2019/6/28 8:52,2019/6/28 17:53,10,1
2019/6/28 8:53,2019/6/28 8:54,0,1
2019/6/28 8:55,2019/6/28 17:43,10,1
2019/6/28 8:59,2019/6/28 17:09,10,1
2019/6/28 9:01,2019/6/28 16:38,10,1
2019/6/28 9:01,2019/6/28 18:26,10,1
2019/6/28 9:03,2019/6/28 17:26,10,1
2019/6/28 9:05,2019/6/28 15:13,10,1
2019/6/28 9:08,2019/6/28 13:47,5,1
2019/6/28 9:11,2019/6/28 17:01,10,1
2019/6/28 9:12,2019/6/28 17:07,10,1
2019/6/28 9:14,2019/6/28 17:10,10,1
2019/6/28 9:16,2019/6/28 14:40,10,1
2019/6/28 9:16,2019/6/28 13:55,5,1
2019/6/28 9:18,2019/6/28 17:11,10,1
2019/6/28 9:20,2019/6/28 16:52,10,1
2019/6/28 9:25,2019/6/28 18:06,10,1
2019/6/28 9:25,2019/6/28 9:42,0,1
2019/6/28 9:25,2019/6/28 17:56,10,1
2019/6/28 9:27,2019/6/28 18:40,10,1
2019/6/28 9:29,2019/6/28 11:40,5,1
2019/6/28 9:37,2019/6/28 15:51,10,1
2019/6/28 9:43,2019/6/28 17:41,10,1
2019/6/28 9:44,2019/6/28 11:12,5,1
2019/6/28 9:47,2019/6/28 16:48,10,1
2019/6/28 9:48,2019/6/28 17:16,10,1
2019/6/28 10:04,2019/6/28 16:11,10,1
2019/6/28 10:22,2019/6/28 11:03,0,1
2019/6/28 10:24,2019/6/28 12:32,5,1
2019/6/28 10:37,2019/6/28 15:17,5,1
2019/6/28 11:28,2019/6/28 14:24,5,1
2019/6/28 11:34,2019/6/28 13:34,5,1
2019/6/28 11:43,2019/6/29 1:06,10,1
2019/6/28 11:44,2019/6/28 18:32,10,1
2019/6/28 12:00,2019/6/28 17:25,10,1
2019/6/28 12:04,2019/6/28 20:01,10,1
2019/6/28 12:09,2019/6/28 17:59,10,1
2019/6/28 12:21,2019/6/28 13:11,0,1
2019/6/28 12:37,2019/6/28 14:28,5,1
2019/6/28 12:42,2019/6/28 13:06,0,1
2019/6/28 12:57,2019/6/28 17:11,5,1
2019/6/28 13:01,2019/6/28 17:50,5,1
2019/6/28 13:04,2019/6/28 17:36,5,1
2019/6/28 14:16,2019/6/28 16:35,5,1
2019/6/28 14:24,2019/6/28 18:11,5,1
2019/6/28 14:56,2019/6/28 18:01,5,1
2019/6/28 15:06,2019/6/28 16:06,0,1
2019/6/28 15:09,2019/6/28 15:37,0,1
2019/6/28 15:18,2019/6/28 15:19,0,0
2019/6/28 15:19,2019/6/28 17:35,5,1
2019/6/28 15:51,2019/6/28 20:07,5,1
2019/6/28 16:15,2019/6/28 17:14,0,1
2019/6/29 7:52,2019/6/29 16:11,10,1
2019/6/29 8:48,2019/6/29 18:15,10,1
2019/6/29 9:50,2019/6/29 10:29,0,1
2019/6/29 10:38,2019/6/29 14:43,5,1
2019/6/29 12:01,2019/6/29 14:31,5,1
2019/6/29 12:54,2019/6/29 14:47,5,1
2019/6/29 13:44,2019/6/29 13:56,0,1
2019/6/29 13:47,2019/6/29 16:45,5,1
2019/6/29 14:03,2019/6/29 15:11,5,1
2019/6/29 19:05,2019/6/29 19:21,0,1
2019/7/1 7:56,2019/7/1 11:19,5,1
2019/7/1 8:10,2019/7/1 11:02,5,1
2019/7/1 8:15,2019/7/1 8:36,0,1
2019/7/1 8:16,2019/7/1 17:45,10,1
2019/7/1 8:17,2019/7/1 18:22,10,1
2019/7/1 8:21,2019/7/1 17:52,10,1
2019/7/1 8:26,2019/7/1 8:28,0,1
2019/7/1 8:26,2019/7/1 12:56,5,1
2019/7/1 8:27,2019/7/1 18:35,10,1
2019/7/1 8:31,2019/7/1 8:32,0,1
2019/7/1 8:33,2019/7/1 8:41,0,1
2019/7/1 8:35,2019/7/1 13:25,5,1
2019/7/1 8:36,2019/7/1 23:51,15,1
2019/7/1 8:36,2019/7/1 11:21,5,1
2019/7/1 8:38,2019/7/1 17:29,10,1
2019/7/1 8:38,2019/7/1 18:07,10,1
2019/7/1 8:38,2019/7/1 18:40,10,1
2019/7/1 8:39,2019/7/1 17:59,10,1
2019/7/1 8:41,2019/7/1 11:51,5,1
2019/7/1 8:42,2019/7/1 18:05,10,1
2019/7/1 8:44,2019/7/1 17:32,10,1
2019/7/1 8:45,2019/7/1 18:34,10,1
2019/7/1 8:45,2019/7/1 18:05,10,1
2019/7/1 8:46,2019/7/1 17:59,10,1
2019/7/1 8:46,2019/7/1 8:55,0,1
2019/7/1 8:48,2019/7/1 9:06,0,1
2019/7/1 8:49,2019/7/1 19:27,10,1
2019/7/1 8:50,2019/7/1 18:18,10,1
2019/7/1 8:50,2019/7/1 17:26,10,1
2019/7/1 8:52,2019/7/1 12:05,5,1
2019/7/1 8:52,2019/7/1 18:12,10,1
2019/7/1 8:53,2019/7/1 8:54,0,1
2019/7/1 8:54,2019/7/1 23:43,10,1
2019/7/1 8:56,2019/7/1 18:43,10,1
2019/7/1 8:56,2019/7/1 13:34,5,1
2019/7/1 8:58,2019/7/1 12:09,5,1
2019/7/1 8:58,2019/7/1 10:02,5,1
2019/7/1 8:59,2019/7/1 13:48,5,1
2019/7/1 9:01,2019/7/1 16:07,10,1
2019/7/1 9:03,2019/7/1 9:19,0,1
2019/7/1 9:04,2019/7/1 18:00,10,1
2019/7/1 9:04,2019/7/1 9:20,0,1
2019/7/1 9:06,2019/7/1 14:46,10,1
2019/7/1 9:11,2019/7/1 9:12,0,1
2019/7/1 9:11,2019/7/1 18:49,10,1
2019/7/1 9:11,2019/7/1 9:34,0,1
2019/7/1 9:13,2019/7/1 9:24,0,1
2019/7/1 9:13,2019/7/1 17:52,10,1
2019/7/1 9:15,2019/7/1 9:28,0,1
2019/7/1 9:16,2019/7/1 18:11,10,1
2019/7/1 9:17,2019/7/1 11:27,5,1
2019/7/1 9:21,2019/7/1 11:14,5,1
2019/7/1 9:23,2019/7/1 9:45,0,1
2019/7/1 9:24,2019/7/1 14:40,10,1
2019/7/1 9:26,2019/7/1 14:55,10,1
2019/7/1 9:27,2019/7/1 11:00,5,1
2019/7/1 9:29,2019/7/1 10:28,0,1
2019/7/1 9:29,2019/7/1 20:10,10,1
2019/7/1 9:31,2019/7/1 18:19,10,1
2019/7/1 9:32,2019/7/1 13:47,5,1
2019/7/1 9:36,2019/7/1 17:08,10,1
2019/7/1 9:39,2019/7/1 9:40,0,1
2019/7/1 9:47,2019/7/1 12:57,5,1
2019/7/1 9:50,2019/7/1 14:58,10,1
2019/7/1 9:52,2019/7/1 18:30,10,1
2019/7/1 9:55,2019/7/1 12:33,0,1
2019/7/1 9:56,2019/7/1 13:00,5,1
2019/7/1 10:17,2019/7/1 17:24,10,1
2019/7/1 11:01,2019/7/1 13:40,5,1
2019/7/1 11:12,2019/7/1 16:35,10,1
2019/7/1 11:26,2019/7/1 11:57,0,1
2019/7/1 11:37,2019/7/1 16:08,5,1
2019/7/1 11:54,2019/7/1 16:37,5,1
2019/7/1 11:54,2019/7/1 17:33,10,1
2019/7/1 12:02,2019/7/1 17:15,10,1
2019/7/1 12:33,2019/7/1 17:19,5,1
2019/7/1 12:46,2019/7/1 17:35,5,1
2019/7/1 12:47,2019/7/1 18:16,10,1
2019/7/1 12:51,2019/7/1 17:11,5,1
2019/7/1 13:16,2019/7/1 18:04,5,1
2019/7/1 13:17,2019/7/1 13:43,0,1
2019/7/1 13:20,2019/7/1 17:44,5,1
2019/7/1 13:26,2019/7/1 15:22,5,1
2019/7/1 13:39,2019/7/1 16:38,5,1
2019/7/1 13:49,2019/7/1 16:05,5,1
2019/7/1 14:01,2019/7/1 18:57,5,1
2019/7/1 14:10,2019/7/1 18:12,5,1
2019/7/1 14:22,2019/7/1 17:02,5,1
2019/7/1 14:23,2019/7/1 19:07,5,1
2019/7/1 14:41,2019/7/1 18:44,5,1
2019/7/1 14:42,2019/7/1 17:29,5,1
2019/7/1 17:26,2019/7/1 19:32,5,1
2019/7/2 8:08,2019/7/2 17:33,10,1
2019/7/2 8:12,2019/7/3 17:53,15,1
2019/7/2 8:18,2019/7/2 18:07,10,1
2019/7/2 8:18,2019/7/2 18:17,10,1
2019/7/2 8:23,2019/7/2 17:16,10,1
2019/7/2 8:24,2019/7/2 17:49,10,1
2019/7/2 8:27,2019/7/2 18:17,10,1
2019/7/2 8:28,2019/7/2 18:06,10,1
2019/7/2 8:31,2019/7/2 17:53,10,1
2019/7/2 8:33,2019/7/2 17:34,10,1
2019/7/2 8:35,2019/7/2 17:28,10,1
2019/7/2 8:35,2019/7/2 11:46,5,1
2019/7/2 8:39,2019/7/2 13:29,5,1
2019/7/2 8:41,2019/7/2 17:46,10,1
2019/7/2 8:48,2019/7/2 17:16,10,1
2019/7/2 8:50,2019/7/2 13:25,5,1
2019/7/2 8:51,2019/7/2 18:23,10,1
2019/7/2 8:53,2019/7/2 17:42,10,1
2019/7/2 8:53,2019/7/2 18:08,10,1
2019/7/2 8:53,2019/7/2 18:24,10,1
2019/7/2 8:57,2019/7/2 17:57,10,1
2019/7/2 9:03,2019/7/2 18:04,10,1
2019/7/2 9:05,2019/7/2 12:32,5,1
2019/7/2 9:06,2019/7/2 17:52,10,1
2019/7/2 9:07,2019/7/2 11:16,5,1
2019/7/2 9:11,2019/7/2 20:14,10,1
2019/7/2 9:15,2019/7/2 12:06,5,1
2019/7/2 9:15,2019/7/2 15:53,10,1
2019/7/2 9:17,2019/7/2 11:42,5,1
2019/7/2 9:17,2019/7/2 17:52,10,1
2019/7/2 9:19,2019/7/2 18:01,10,1
2019/7/2 9:29,2019/7/2 10:02,0,1
2019/7/2 9:29,2019/7/2 18:22,10,1
2019/7/2 9:30,2019/7/2 9:41,0,1
2019/7/2 9:32,2019/7/2 17:06,10,1
2019/7/2 9:42,2019/7/2 18:02,10,1
2019/7/2 9:44,2019/7/2 18:00,10,1
2019/7/2 9:51,2019/7/2 20:56,10,1
2019/7/2 10:19,2019/7/2 12:00,5,1
2019/7/2 10:33,2019/7/2 12:26,5,1
2019/7/2 10:57,2019/7/2 14:33,5,1
2019/7/2 11:20,2019/7/2 14:24,5,1
2019/7/2 11:28,2019/7/2 18:24,10,1
2019/7/2 11:38,2019/7/2 17:30,10,1
2019/7/2 11:39,2019/7/2 18:01,10,1
2019/7/2 12:29,2019/7/2 21:52,10,1
2019/7/2 12:49,2019/7/2 17:08,5,1
2019/7/2 12:59,2019/7/2 17:45,5,1
2019/7/2 13:05,2019/7/2 14:00,0,1
2019/7/2 13:54,2019/7/2 14:35,0,1
2019/7/2 14:03,2019/7/2 17:41,5,1
2019/7/2 14:36,2019/7/2 16:33,5,1
2019/7/2 15:17,2019/7/2 17:07,5,1
2019/7/2 15:44,2019/7/2 22:21,10,1
2019/7/3 7:59,2019/7/3 13:12,10,1
2019/7/3 8:06,2019/7/3 19:03,10,1
2019/7/3 8:13,2019/7/3 12:54,5,1
2019/7/3 8:24,2019/7/3 13:47,10,1
2019/7/3 8:26,2019/7/3 18:18,10,1
2019/7/3 8:29,2019/7/3 14:40,10,1
2019/7/3 8:29,2019/7/3 17:40,10,1
2019/7/3 8:31,2019/7/3 16:52,10,1
2019/7/3 8:32,2019/7/3 18:00,10,1
2019/7/3 8:35,2019/7/3 15:08,10,1
2019/7/3 8:35,2019/7/3 16:28,10,1
2019/7/3 8:36,2019/7/3 18:12,10,1
2019/7/3 8:38,2019/7/3 18:07,10,1
2019/7/3 8:38,2019/7/3 17:07,10,1
2019/7/3 8:40,2019/7/3 22:15,10,1
2019/7/3 8:42,2019/7/3 17:36,10,1
2019/7/3 8:43,2019/7/3 17:57,10,1
2019/7/3 8:43,2019/7/3 17:41,10,1
2019/7/3 8:45,2019/7/3 17:06,10,1
